ID	Frameset	Arg	Func	Descr
17792	pool.01	ARG1	PPT	thing collected
17793	pool.01	ARG2	GOL	secondary attribute of arg1
17794	pool.02	ARG1	PPT	thing forming a puddle
17795	poop.01	ARG0	PAG	pooper
17796	poop.01	ARG1	PPT	poop
17797	poor.01	ARG1	PAG	entity living in poverty (animate entity)
17798	poor.01	ARG2	PPT	thing lacked (form of wealth)
17799	poor.02	ARG1	PAG	unsatisfactory, low-rated, or lacking thing
17800	poor.02	ARG2	PPT	skill, feature, attribute rated low in or lacked
17801	poor.03	ARG1	PPT	unfortunate entity
17802	pop.01	ARG0	PAG	maker of sounds
17803	pop.02	ARG0	PAG	causer of popping
17804	pop.02	ARG1	PPT	thing popping, bubble
17805	pop.04	ARG0	PAG	causer of motion
17806	pop.04	ARG1	PPT	entity in motion
17807	pop.04	ARG2	EXT	EXT, distance moved
17808	pop.04	ARG3	DIR	start point
17809	pop.04	ARG4	GOL	end point
17810	pop.04	ARG5	DIR	direction
17811	pop.05	ARG0	PAG	hitter
17812	pop.05	ARG1	GOL	person, thing hit
17813	pop.05	ARG2	PPT	mention of punch, hit itself if present
17814	pop_up.03	ARG0	PAG	agent, causer of appearance
17815	pop_up.03	ARG1	PPT	thing appearing
17816	pop_off.06	ARG0	PAG	junkie
17817	pop_off.06	ARG1	PPT	drug
17818	popularize.01	ARG0	PAG	popularizer
17819	popularize.01	ARG1	PPT	thing now popular
17820	popularize.01	ARG2	MNR	instrument
17821	popular.02	ARG1	PPT	popular entity
17822	popular.02	ARG2	PPT	audience, popular among/with whom?
17823	populate.01	ARG0	PAG	provider
17824	populate.01	ARG1	PPT	area
17825	populate.01	ARG2	COM	population
17826	pore.01	ARG0	PAG	studier, agent
17827	pore.01	ARG1	PPT	entity pored over
17828	port.01	ARG0	PAG	carrier, agent
17829	port.01	ARG1	PPT	entity ported
17830	portend.01	ARG0	PAG	thing portending
17831	portend.01	ARG1	PPT	sign
17832	portend.01	ARG2	GOL	portend for
17833	portion.01	ARG0	PAG	giver / leaver / portioner
17834	portion.01	ARG1	PPT	thing portioned
17835	portion.01	ARG2	GOL	benefactive / given-to
17836	portray.01	ARG0	PAG	labeller
17837	portray.01	ARG1	PPT	item being labelled
17838	portray.01	ARG2	PRD	attribute
17839	pose.01	ARG0	PAG	player
17840	pose.01	ARG1	PRD	role
17841	pose.02	ARG0	PAG	poser
17842	pose.02	ARG1	PPT	question, etc
17843	pose.02	ARG2	GOL	hearer
17844	posit.01	ARG0	PAG	entity proposing
17845	posit.01	ARG1	PPT	thing proposed, proposition
17846	position.01	ARG0	PAG	agent, putter
17847	position.01	ARG1	PPT	thing positioned, often REC
17848	position.01	ARG2	GOL	location or position, or attribute of arg1
17849	position.02	ARG0	PAG	viewer, entity taking a stance
17850	position.02	ARG1	PPT	topic, thing opined on
17851	position.02	ARG2	PRD	stance, opinion, attribute
17852	positive.01	ARG0	PPT	entity who is certain
17853	positive.01	ARG1	PPT	about what
17854	positive.02	ARG0	PPT	stimulus of optimism, generally good thing
17855	positive.02	ARG1	PAG	optimist
17856	positive.03	ARG1	PPT	test or patient, thing evaluated
17857	positive.03	ARG2	PRD	positive for what
17858	possess.01	ARG0	PAG	possessor
17859	possess.01	ARG1	PPT	possession
17860	possessive.02	ARG1	PPT	token expressing the genitive
17861	possessive.03	ARG0	PAG	owner
17862	possessive.03	ARG1	PPT	possession
17863	possible.01	ARG1	PAG	thing that is possible
17864	post.01	ARG0	PAG	poster
17865	post.01	ARG1	PPT	posted
17866	post.01	ARG2	GOL	posted-to
17867	post.02	ARG0	PAG	teller
17868	post.02	ARG1	GOL	hearer
17869	post.02	ARG2	PPT	news
17870	post.03	ARG0	PAG	assigning entity
17871	post.03	ARG1	PPT	entity given a station
17872	post.03	ARG2	GOL	the station, post
17873	post.04	ARG0	PAG	sender
17874	post.04	ARG1	PPT	sent (mail, etc)
17875	post.04	ARG2	MNR	mail service used
17876	post.04	ARG3	GOL	recipient
17877	postdilate.01	ARG0	PAG	Agent
17878	postdilate.01	ARG1	PPT	Artery dilated
17879	poster.01	ARG0	PAG	agent, person putting up posters
17880	poster.01	ARG1	GOL	wall, surface covered with posters
17881	poster.01	ARG2	PPT	posters themselves, types of posters
17882	posterior.01	ARG1	PAG	posterior thing
17883	posterior.01	ARG2	PPT	what arg1 is behind (posterior to)
17884	postmark.01	ARG0	PAG	applier of stamp, agent
17885	postmark.01	ARG1	PPT	letter
17886	postmark.01	ARG2	TMP	temporal attribute
17887	postmenopausal.01	ARG1	PPT	entity in the stage following menopause
17888	postoperative.01	ARG1	PAG	postop entity
17889	postoperative.01	ARG2	PPT	the surgery
17890	postpone.01	ARG0	PAG	agent, causer of delay
17891	postpone.01	ARG1	PPT	event delayed
17892	postpone.01	ARG2	EXT	delay itself, EXT, time period, how long arg 1 was delayed for
17893	postpone.01	ARG3	DIR	original time
17894	postpone.01	ARG4	GOL	new time
17895	postsphincterotomy.01	ARG1	PPT	entity in the post-sphincterotomy stage
17896	poststenotic.01	ARG1	PPT	poststenotic entity
17897	postsurgical.01	ARG1	PAG	entity in the stage following surgery
17898	postsurgical.01	ARG2	PPT	the surgery
17899	posttraumatic.01	ARG1	PPT	entity in the post-traumatic stage
17900	postulate.01	ARG0	PAG	entity proposing
17901	postulate.01	ARG1	PPT	thing proposed, proposition
17902	posture.01	ARG0	PAG	assumer of pose
17903	posture.01	ARG1	PRD	pose
17904	postwar.01	ARG1	PPT	thing coming after the war
17905	pot.01	ARG0	PAG	agent, potter
17906	pot.01	ARG1	PPT	theme, thing potted
17907	pot.01	ARG2	GOL	destination
17908	potentiate.01	ARG0	PAG	Agent, Cause of increased potency
17909	potentiate.01	ARG1	PPT	Thing enhanced/improved
17910	potentiate.01	ARG2	MNR	Instrument (if separate from Arg0)
17911	potentiate.01	ARG3	EXT	Enhanced by how much, EXT or MNR
17912	potential.02	ARG1	PPT	possible proposition (concatenate if necessary)
17913	potter.01	ARG0	PAG	potterer
17914	potter.01	ARG1	PPT	thing pottered over
17915	pouch.01	ARG1	PPT	Entity pouching
17916	pounce.01	ARG0	PAG	attacker, agent
17917	pounce.01	ARG1	PPT	thing pounced on
17918	pound.02	ARG0	PAG	agent, hitter
17919	pound.02	ARG1	PPT	thing hit
17920	pound.02	ARG2	MNR	instrument, thing hit by or with
17921	pound.03	ARG0	PAG	creator
17922	pound.03	ARG1	VSP	thing pounded, raw material
17923	pound.03	ARG2	PRD	end product
17924	pound.04	ARG0	PAG	entity in motion
17925	pound.04	ARG1	PPT	path
17926	pound.05	ARG1	PPT	Entity pulsating
17927	pound_out.01	ARG0	PAG	pounder, extractor
17928	pound_out.01	ARG1	PPT	thing extracted
17929	pour.01	ARG0	PAG	agent, pourer
17930	pour.01	ARG1	PPT	liquid
17931	pour.01	ARG2	DIR	source
17932	pour.01	ARG3	GOL	destination
17933	pour.02	ARG1	PPT	rain
17934	pour_out.03	ARG0	PAG	agent, pourer
17935	pour_out.03	ARG1	PPT	thing flowing out
17936	pour_out.03	ARG2	DIR	source
17937	pour_out.03	ARG3	GOL	destination, recipient
17938	pout.01	ARG0	PAG	pouter
17939	pout.01	ARG1	GOL	pout at
17940	powder.01	ARG0	PAG	agent
17941	powder.01	ARG1	PPT	thing made into powdered
17942	powder.02	ARG0	PAG	agent
17943	powder.02	ARG1	GOL	thing sprinkled with powder
17944	powder.02	ARG2	PPT	powder
17945	power.01	ARG0	PAG	source of power
17946	power.01	ARG1	GOL	entity supplied with power
17947	power.01	ARG2	PPT	entity powered with
17948	powerful.02	ARG1	PPT	powerful entity/action (may require concatenation
17949	powerful.02	ARG2	PRD	what the power is used for-- secondary action
17950	practice.01	ARG0	PAG	practicer
17951	practice.01	ARG1	PPT	skill
17952	practice.01	ARG2	MNR	instrument
17953	practical.02	ARG1	PPT	thing in practice
17954	practical.03	ARG1	PPT	practical entity
17955	practical.03	ARG2	GOL	practical to/for whom?
17956	pragmatic.01	ARG1	PPT	pragmatic entity
17957	praise.01	ARG0	PAG	praiser
17958	praise.01	ARG1	PPT	praised
17959	praise.01	ARG2	CAU	reason
17960	prance.01	ARG0	PPT	entity in motion
17961	prance.01	ARG1	LOC	path
17962	prank.01	ARG0	PAG	prankster
17963	prank.01	ARG1	PPT	target of prank (entity fooled)
17964	prank.01	ARG2	MNR	the prank itself
17965	prate.01	ARG0	PAG	talker
17966	prate.01	ARG1	PPT	subject matter
17967	prate.01	ARG2	GOL	hearer
17968	prate_on.02	ARG0	PAG	talker
17969	prate_on.02	ARG1	PPT	subject matter
17970	prate_on.02	ARG2	GOL	hearer
17971	prattle.01	ARG0	PAG	speaker
17972	prattle.01	ARG1	PPT	utterance,sound
17973	prattle.01	ARG2	GOL	listener,recipient
17974	prawn.01	ARG0	PAG	agent or causer
17975	prawn.01	ARG1	PPT	entity gathered
17976	prawn.01	ARG2	PRD	gathered into
17977	prawn.01	ARG3	GOL	beneficiary
17978	pray.01	ARG0	PAG	pray-er
17979	pray.01	ARG1	PPT	prayer
17980	pray.01	ARG2	GOL	God
17981	preach.01	ARG0	PAG	preacher, agent
17982	preach.01	ARG1	PPT	utterance
17983	preadapt.01	ARG0	PAG	agent, adaptor
17984	preadapt.01	ARG1	PPT	thing adapted
17985	preadapt.01	ARG2	GOL	adapted to
17986	preadapt.01	ARG3	DIR	adapted from
17987	preadmit.01	ARG0	PAG	agent, admitter
17988	preadmit.01	ARG1	PPT	enterer
17989	preadmit.01	ARG2	LOC	place entered
17990	preamble.01	ARG0	PAG	speaker
17991	preamble.01	ARG1	PPT	subject matter, statement
17992	preamble.01	ARG2	DIR	preamble to what
17993	preapprove.01	ARG0	PAG	approver
17994	preapprove.01	ARG1	PPT	thing approved
17995	preapprove.01	ARG2	PRD	secondary attribute, arg1 approved for/as
17996	prearrange.01	ARG0	PAG	arranger
17997	prearrange.01	ARG1	PPT	thing arranged
17998	precassette.01	ARG0	PAG	Cause of transfer to cassette
17999	precassette.01	ARG1	PPT	thing now on cassette
18000	precaution.01	ARG0	PAG	Entity giving warning
18001	precaution.01	ARG1	PPT	the warning
18002	precaution.01	ARG2	GOL	warned entity
18003	precaution.02	ARG0	PAG	Entity taking precautions
18004	precaution.02	ARG1	PPT	precautionary actions themselves
18005	precaution.02	ARG2	PRP	purpose of precautionary actions
18006	precaution.02	ARG3	GOL	precautionary against; potential bad outcome
18007	precede.01	ARG0	PAG	causal agent
18008	precede.01	ARG1	PPT	thing preceding (thing that comes first)
18009	precede.01	ARG2	PPT	thing preceded (thing that comes second)
18010	precede.01	ARG3	VSP	domain in which priority occurs
18011	precious.01	ARG1	PPT	treasured entity
18012	precious.01	ARG2	GOL	Entity who holds arg1 as precious (Gollum)
18013	precious.02	ARG0	PAG	creator, perfectionist
18014	precious.02	ARG1	PPT	creation that is overwrought, contrived, tedious
18015	precipitate.01	ARG0	PAG	cause
18016	precipitate.01	ARG1	PPT	precipitated action
18017	precipitate.02	ARG1	PPT	the watery substance falling from the sky
18018	precise.01	ARG0	PPT	precise entity
18019	precise.01	ARG1	PRD	secondary action
18020	preclinical.01	ARG1	PPT	thing occurring before symptoms
18021	preclinical.01	ARG2	TMP	the disease
18022	preclude.01	ARG0	PAG	preventer
18023	preclude.01	ARG1	PPT	Theme (action or object being prevented)
18024	preclude.01	ARG2	PRD	secondary predication or action
18025	preclude.01	ARG3	MNR	instrument
18026	preconceive.01	ARG0	PAG	conceiver, thinker
18027	preconceive.01	ARG1	PPT	thought
18028	preconceive.01	ARG2	PRD	attribute
18029	precondition.01	ARG0	PAG	causer of stipulation, agent
18030	precondition.01	ARG1	PPT	stipulation
18031	precondition.01	ARG2	PRP	purpose of condition
18032	precondition.02	ARG0	PAG	agent; causer of conditioning
18033	precondition.02	ARG1	GOL	entity conditioned
18034	precondition.02	ARG2	PPT	topic, preconditioned to, for, or about
18035	precut.01	ARG0	PAG	cutter
18036	precut.01	ARG1	PPT	thing cut
18037	precut.01	ARG2	DIR	medium, source
18038	precut.01	ARG3	MNR	instrument
18039	precut.01	ARG4	GOL	beneficiary
18040	precut.01	ARG5	PRD	pieces
18041	predate.01	ARG1	PPT	thing coming before
18042	predate.01	ARG2	PPT	thing coming after
18043	predate.02	ARG0	PAG	predator
18044	predate.02	ARG1	PPT	prey
18045	predate.02	ARG2	DIR	source
18046	predate.03	ARG0	PAG	agent-- entity assigning a date
18047	predate.03	ARG1	PPT	thing assigned a date
18048	predate.03	ARG2	EXT	date assigned, value or extent
18049	predetermine.01	ARG0	PAG	determiner
18050	predetermine.01	ARG1	PPT	determination
18051	predicate.01	ARG0	PAG	establisher, agent
18052	predicate.01	ARG1	PPT	entity predicated
18053	predicate.01	ARG2	DIR	predicated on
18054	predict.01	ARG0	CAU	fortune teller
18055	predict.01	ARG1	PPT	prediction
18056	predictable.02	ARG0	PAG	forecaster
18057	predictable.02	ARG1	PPT	forecast
18058	underpredict.03	ARG0	PAG	predictor
18059	underpredict.03	ARG1	PPT	prediction
18060	underpredict.03	ARG2	EXT	measure of difference between prediction and reality
18061	predispose.01	ARG0	PAG	entity predisposing
18062	predispose.01	ARG1	PPT	entity predisposed
18063	predispose.01	ARG2	GOL	predisposed to
18064	predominate.01	ARG1	PPT	thing predominating, theme
18065	predominate.01	ARG2	LOC	predominate what?
18066	preeducate.01	ARG0	PAG	teacher
18067	preeducate.01	ARG1	PPT	student(s)
18068	preeducate.01	ARG2	GOL	subject
18069	preempt.01	ARG0	PAG	actor
18070	preempt.01	ARG1	PPT	thing prevented
18071	preempt.01	ARG2	PRD	induced action
18072	preen.01	ARG0	PAG	preener(s), agent
18073	preen.01	ARG1	PPT	thing preened (e.g., feathers, oneself)
18074	preen.01	ARG2	MNR	instrument of preening
18075	preexamine.01	ARG0	PAG	examiner
18076	preexamine.01	ARG1	PPT	examined
18077	preexist.01	ARG1	PAG	thing coming before (pre-existing thing)
18078	preexist.01	ARG2	PPT	thing coming after (transitive object)
18079	prefer.01	ARG0	PAG	chooser, agent
18080	prefer.01	ARG1	PPT	entity chosen
18081	prefer.01	ARG2	PPT	entity compared to
18082	preferable.02	ARG0	PAG	chooser, agent
18083	preferable.02	ARG1	PPT	entity chosen
18084	preferable.02	ARG2	PPT	entity compared to
18085	preferential.03	ARG0	PAG	chooser, agent
18086	preferential.03	ARG1	PPT	entity chosen
18087	preferential.03	ARG2	PPT	entity compared to
18088	prefertilize.01	ARG0	PAG	agent
18089	prefertilize.01	ARG1	PPT	soil, etc., which fertilizer is added to
18090	prefertilize.01	ARG2	MNR	fertilizer
18091	prefertilization.02	ARG1	PPT	thing occuring prior to fertilization
18092	prefill.01	ARG0	PAG	Agent, Causer of filling
18093	prefill.01	ARG1	GOL	Container
18094	prefill.01	ARG2	PPT	Substance
18095	preform.01	ARG0	PAG	creator
18096	preform.01	ARG1	PPT	thing created
18097	preform.01	ARG2	DIR	source
18098	preform.01	ARG3	GOL	benefactive
18099	preform.01	ARG4	PRD	attribute, secondary predication
18100	pregame.01	ARG0	PAG	partier
18101	pregame.01	ARG1	PPT	party with
18102	pregame.01	ARG2	CAU	occasion (ie football game)
18103	prehatching.01	ARG1	PAG	thing that occurs prior to hatching
18104	preincubate.01	ARG0	PAG	agent of preincubation
18105	preincubate.01	ARG1	PPT	patient of preincubation
18106	preincubate.01	ARG2	MNR	instrument or manner
18107	preincubate.01	ARG3	DIR	Egg, starting point
18108	preincubate.01	ARG4	PRD	Chick, ending result
18109	prejudice.01	ARG0	PAG	causer
18110	prejudice.01	ARG1	PPT	prejudiced entity
18111	prejudice.01	ARG2	GOL	prejudiced against
18112	premake.01	ARG0	PAG	creator
18113	premake.01	ARG1	PPT	creation
18114	premake.01	ARG2	VSP	created from, thing changed
18115	premake.01	ARG3	GOL	benefactive
18116	premature.01	ARG1	PAG	entity that is early
18117	premature.01	ARG2	PPT	preceding what
18118	premed.01	ARG1	PAG	premed entity
18119	premedicate.01	ARG0	PAG	doctor
18120	premedicate.01	ARG1	PPT	patient
18121	premedicate.01	ARG2	MNR	medication
18122	premedicate.01	ARG3	CAU	illness
18123	premeditate.01	ARG0	PAG	thinker
18124	premeditate.01	ARG1	PPT	thought, thing planned
18125	premenopausal.01	ARG1	PPT	premenopausal entity
18126	premiere.01	ARG0	PAG	causal agent
18127	premiere.01	ARG1	PPT	thing premiering
18128	premise.01	ARG0	PAG	supposer
18129	premise.01	ARG1	PPT	thing assumed
18130	premise.01	ARG2	DIR	based upon
18131	premonition.01	ARG0	PAG	entity having a premonition
18132	premonition.01	ARG1	PPT	the forewarning
18133	prenegotiate.01	ARG0	PAG	negotiator
18134	prenegotiate.01	ARG1	PPT	other party arg 0 is negotiating with when separate mention
18135	prenegotiate.01	ARG2	PRP	deal negotiated
18136	preoccupy.01	ARG0	PAG	causer of preoccupation
18137	preoccupy.01	ARG1	PPT	preoccupied entity
18138	preoccupy.01	ARG2	GOL	focus of attention
18139	preoperative.01	ARG1	PAG	entity in the stage preceding operation
18140	preoperative.01	ARG2	PPT	the operation
18141	preoptimization.01	ARG0	PAG	future optimizer (rare)
18142	preoptimization.01	ARG1	PPT	thing that will be optimized
18143	preorder.01	ARG0	PAG	orderer
18144	preorder.01	ARG1	PPT	thing ordered
18145	preorder.01	ARG2	GOL	benefactive; ordered for
18146	preorder.01	ARG3	DIR	source; ordered from
18147	preown.01	ARG0	PAG	owner
18148	preown.01	ARG1	PPT	possession
18149	prep.01	ARG0	PAG	preparer
18150	prep.01	ARG1	PPT	thing made ready
18151	prep.01	ARG2	PRP	ready for
18152	prepare.01	ARG0	PAG	creator
18153	prepare.01	ARG1	PPT	creation
18154	prepare.01	ARG2	DIR	created-from, thing changed
18155	prepare.01	ARG3	GOL	benefactive
18156	prepare.02	ARG0	PAG	preparer
18157	prepare.02	ARG1	PPT	thing made ready
18158	prepare.02	ARG2	PRP	ready for
18159	prepay.01	ARG0	PAG	payer or buyer
18160	prepay.01	ARG1	PPT	thing paid for (often debt)
18161	prepay.01	ARG2	GOL	seller or person being paid
18162	prepay.01	ARG3	VSP	price paid
18163	prepossess.01	ARG0	PAG	agent or cause of bias
18164	prepossess.01	ARG1	PPT	entity with the bias
18165	prepossess.01	ARG2	PPT	the bias
18166	preposterous.01	ARG1	PPT	proposterous entity
18167	preproduce.01	ARG0	PAG	creator
18168	preproduce.01	ARG1	PPT	creation
18169	preproduce.01	ARG2	GOL	beneficiary
18170	preproduce.01	ARG3	MNR	materials
18171	preregister.01	ARG0	PAG	entity registering something
18172	preregister.01	ARG1	PPT	thing registered
18173	preregister.01	ARG2	GOL	registered with
18174	preregister.01	ARG3	PRD	register for/as, predication on arg1
18175	presage.01	ARG0	PAG	sign
18176	presage.01	ARG1	PPT	future
18177	preschedule.01	ARG0	PAG	Planner
18178	preschedule.01	ARG1	PPT	Thing scheduled
18179	preschedule.01	ARG2	PRP	Scheduled to, for, because of; second part of event
18180	preschedule.01	ARG3	TMP	Time of event
18181	prescreen.01	ARG0	PAG	screener
18182	prescreen.01	ARG1	LOC	original group the sorting process is applied to
18183	prescreen.01	ARG2	PPT	screened for what quality, subgroup, characterisitc
18184	prescribe.01	ARG0	PAG	establisher of rules, agent
18185	prescribe.01	ARG1	PPT	rule
18186	prescribe.02	ARG0	PAG	doctor
18187	prescribe.02	ARG1	PPT	medicine
18188	prescribe.02	ARG2	PRP	prescribed for
18189	preselect.01	ARG0	PAG	selector
18190	preselect.01	ARG1	PPT	entity selected
18191	preselect.01	ARG2	DIR	selected from
18192	preselect.01	ARG3	PRD	attribute, selected for/as
18193	present.01	ARG0	PAG	giver
18194	present.01	ARG1	PPT	thing given
18195	present.01	ARG2	GOL	given to
18196	present.01	ARG3	PRD	secondary attribute of thing given
18197	present.101	ARG1	PAG	infant
18198	present.101	ARG2	PPT	body part initially emerging
18199	present.101	ARG3	MNR	orientation of infant: breech, vertex, transversely, etc
18200	present.102	ARG0	PAG	Patient presenting
18201	present.102	ARG1	PPT	Disorder presenting
18202	present.102	ARG2	PRD	Manner of presentation (symptoms, illness)
18203	present.102	ARG3	GOL	presented to whom
18204	present.02	ARG1	PAG	entity present
18205	present.02	ARG2	LOC	where
18206	presentable.03	ARG0	PAG	presenter
18207	presentable.03	ARG1	PPT	thing given
18208	presentable.03	ARG2	GOL	given to
18209	presentable.03	ARG3	PRD	secondary attribute of thing given
18210	preseparate.01	ARG0	PAG	entity causing separation
18211	preseparate.01	ARG1	PPT	thing being divided
18212	preseparate.01	ARG2	DIR	source, separated from
18213	preserve.01	ARG0	PAG	preserver
18214	preserve.01	ARG1	PPT	thing preserved
18215	preserve.01	ARG2	GOL	beneficiary
18216	preserve.01	ARG3	VSP	preserved against what?
18217	preset.01	ARG0	PAG	agent, pre-setter
18218	preset.01	ARG1	PPT	thing pre-set
18219	preset.01	ARG2	PRD	attribute, Arg 1 is set to do/be/etc.
18220	preside.01	ARG0	PAG	leader
18221	preside.01	ARG1	PPT	led
18222	presign.01	ARG0	PAG	signer
18223	presign.01	ARG1	GOL	document signed
18224	presign.01	ARG2	PPT	signature itself
18225	press.01	ARG0	PAG	presser
18226	press.01	ARG1	PPT	pressed (on)
18227	press.01	ARG2	PRD	goal, pressed-for, arg1 is pressed to do what?
18228	press.02	ARG0	PAG	mover
18229	press.02	ARG1	PPT	moved
18230	press.02	ARGm	DIR	ahead, usually
18231	press.03	ARG0	PAG	producer
18232	press.03	ARG1	PPT	record, music, disk
18233	pressgang.01	ARG0	PAG	agent, forcer
18234	pressgang.01	ARG1	PPT	entity forced
18235	pressgang.01	ARG2	PRD	forced into/to do what
18236	pressure.01	ARG0	PAG	presser
18237	pressure.01	ARG1	PPT	pressed (on)
